datetime,serial,OF,cote,valeur,min,aim,max
2025-04-16 07:19:47,HP722563-T,12507318,R237Min,236.28,236.0,237.0,238.0
2025-04-16 07:19:47,HP722563-T,12507318,R237Max,237.83,236.0,237.0,238.0
2025-04-16 07:19:47,HP722563-T,12507318,HBoss35_4,35.12,35.0,35.4,35.8
2025-04-16 07:19:47,HP722563-T,12507318,28BossG,27.67,26.62,27.56,28.5
2025-04-16 07:19:47,HP722563-T,12507318,28BossD,27.67,26.62,27.56,28.5
2025-04-16 07:19:47,HP722563-T,12507318,RDia541Avg,270.4,269.25,270.5,271.75
2025-04-16 07:19:47,HP722563-T,12507318,RDia541Min,270.01,269.25,270.5,271.75
2025-04-16 07:19:47,HP722563-T,12507318,RDia541Max,271.08,269.25,270.5,271.75
2025-04-16 07:19:47,HP722563-T,12507318,Diam520_3,520.4,519.1,520.3,521.5
2025-04-17 10:31:02,HP722560-W,12507316,FCollAvg,7.26,6.4,7.0,7.6
2025-04-17 10:31:02,HP722560-W,12507316,FCollMin,7.14,6.4,7.0,7.6
2025-04-17 10:31:02,HP722560-W,12507316,FCollMax,7.34,6.4,7.0,7.6
2025-04-17 10:31:02,HP722560-W,12507316,FJupAvg,111.87,111.1,111.1,114.1
2025-04-17 10:31:02,HP722560-W,12507316,FJupMin,111.83,111.1,111.1,114.1
2025-04-17 10:31:02,HP722560-W,12507316,FJupMax,111.95,111.1,111.1,114.1
2025-04-17 10:31:02,HP722560-W,12507316,T2_91Avg,2.12,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,T2_91Min,2.01,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,T2_91Max,2.21,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,T2_16Avg,2.16,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,T2_16Min,2.02,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,T2_16Max,2.27,1.6,2.0,2.4
2025-04-17 10:31:02,HP722560-W,12507316,R218318Avg,218.45,217.82,218.32,218.82
2025-04-17 10:31:02,HP722560-W,12507316,R218318Min,218.32,217.82,218.32,218.82
2025-04-17 10:31:02,HP722560-W,12507316,R218318Max,218.67,217.82,218.32,218.82
2025-04-17 10:31:02,HP722560-W,12507316,R223Avg,222.84,222.0,223.0,224.0
2025-04-17 10:31:02,HP722560-W,12507316,R223Min,222.67,222.0,223.0,224.0
2025-04-17 10:31:02,HP722560-W,12507316,R223Max,223.0,222.0,223.0,224.0
2025-04-17 10:31:02,HP722560-W,12507316,R237Avg,236.89,236.0,237.0,238.0
2025-04-17 10:31:02,HP722560-W,12507316,R237Min,236.72,236.0,237.0,238.0
2025-04-17 10:31:02,HP722560-W,12507316,R237Max,237.17,236.0,237.0,238.0
2025-04-17 10:31:02,HP722560-W,12507316,HBoss35_4,35.16,35.0,35.4,35.8
2025-04-17 10:31:02,HP722560-W,12507316,28BossG,27.73,26.62,27.56,28.5
2025-04-17 10:31:02,HP722560-W,12507316,28BossD,27.78,26.62,27.56,28.5
2025-04-17 10:31:02,HP722560-W,12507316,RDia541Avg,270.35,269.25,270.5,271.75
2025-04-17 10:31:02,HP722560-W,12507316,RDia541Min,270.13,269.25,270.5,271.75
2025-04-17 10:31:02,HP722560-W,12507316,RDia541Max,270.43,269.25,270.5,271.75
2025-04-17 10:31:02,HP722560-W,12507316,Diam520_3,520.26,519.1,520.3,521.5
2025-04-17 10:48:14,HP722567-M,12510134,FCollAvg,7.19,6.4,7.0,7.6
2025-04-17 10:48:14,HP722567-M,12510134,FCollMin,6.99,6.4,7.0,7.6
2025-04-17 10:48:14,HP722567-M,12510134,FCollMax,7.52,6.4,7.0,7.6
2025-04-17 10:48:14,HP722567-M,12510134,FJupAvg,111.85,111.1,111.1,114.1
2025-04-17 10:48:14,HP722567-M,12510134,FJupMin,111.72,111.1,111.1,114.1
2025-04-17 10:48:14,HP722567-M,12510134,FJupMax,111.94,111.1,111.1,114.1
2025-04-17 10:48:14,HP722567-M,12510134,T2_91Avg,2.07,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,T2_91Min,1.99,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,T2_91Max,2.18,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,T2_16Avg,2.13,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,T2_16Min,1.99,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,T2_16Max,2.2,1.6,2.0,2.4
2025-04-17 10:48:14,HP722567-M,12510134,R218318Avg,218.58,217.82,218.32,218.82
2025-04-17 10:48:14,HP722567-M,12510134,R218318Min,218.19,217.82,218.32,218.82
2025-04-17 10:48:14,HP722567-M,12510134,R218318Max,219.16,217.82,218.32,218.82
2025-04-17 10:48:14,HP722567-M,12510134,R223Avg,222.84,222.0,223.0,224.0
2025-04-17 10:48:14,HP722567-M,12510134,R223Min,222.44,222.0,223.0,224.0
2025-04-17 10:48:14,HP722567-M,12510134,R223Max,223.34,222.0,223.0,224.0
2025-04-17 10:48:14,HP722567-M,12510134,R237Avg,236.79,236.0,237.0,238.0
2025-04-17 10:48:14,HP722567-M,12510134,R237Min,236.21,236.0,237.0,238.0
2025-04-17 10:48:14,HP722567-M,12510134,R237Max,237.26,236.0,237.0,238.0
2025-04-17 10:48:14,HP722567-M,12510134,HBoss35_4,35.02,35.0,35.4,35.8
2025-04-17 10:48:14,HP722567-M,12510134,28BossG,27.71,26.62,27.56,28.5
2025-04-17 10:48:14,HP722567-M,12510134,28BossD,27.7,26.62,27.56,28.5
2025-04-17 10:48:14,HP722567-M,12510134,RDia541Avg,270.41,269.25,270.5,271.75
2025-04-17 10:48:14,HP722567-M,12510134,RDia541Min,269.87,269.25,270.5,271.75
2025-04-17 10:48:14,HP722567-M,12510134,RDia541Max,270.87,269.25,270.5,271.75
2025-04-17 10:48:14,HP722567-M,12510134,Diam520_3,520.14,519.1,520.3,521.5
2025-04-17 11:03:21,HP722564-R,12510135,FCollAvg,7.29,6.4,7.0,7.6
2025-04-17 11:03:21,HP722564-R,12510135,FCollMin,6.88,6.4,7.0,7.6
2025-04-17 11:03:21,HP722564-R,12510135,FCollMax,8.02,6.4,7.0,7.6
2025-04-17 11:03:21,HP722564-R,12510135,FJupAvg,111.87,111.1,111.1,114.1
2025-04-17 11:03:21,HP722564-R,12510135,FJupMin,111.5,111.1,111.1,114.1
2025-04-17 11:03:21,HP722564-R,12510135,FJupMax,112.09,111.1,111.1,114.1
2025-04-17 11:03:21,HP722564-R,12510135,T2_91Avg,2.09,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,T2_91Min,2.02,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,T2_91Max,2.17,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,T2_16Avg,2.16,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,T2_16Min,2.05,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,T2_16Max,2.26,1.6,2.0,2.4
2025-04-17 11:03:21,HP722564-R,12510135,R218318Avg,218.64,217.82,218.32,218.82
2025-04-17 11:03:21,HP722564-R,12510135,R218318Min,217.84,217.82,218.32,218.82
2025-04-17 11:03:21,HP722564-R,12510135,R218318Max,219.85,217.82,218.32,218.82
2025-04-17 11:03:21,HP722564-R,12510135,R223Avg,222.96,222.0,223.0,224.0
2025-04-17 11:03:21,HP722564-R,12510135,R223Min,222.25,222.0,223.0,224.0
2025-04-17 11:03:21,HP722564-R,12510135,R223Max,224.12,222.0,223.0,224.0
2025-04-17 11:03:21,HP722564-R,12510135,R237Avg,236.89,236.0,237.0,238.0
2025-04-17 11:03:21,HP722564-R,12510135,R237Min,236.39,236.0,237.0,238.0
2025-04-17 11:03:21,HP722564-R,12510135,R237Max,237.37,236.0,237.0,238.0
2025-04-17 11:03:21,HP722564-R,12510135,HBoss35_4,35.43,35.0,35.4,35.8
2025-04-17 11:03:21,HP722564-R,12510135,28BossG,27.67,26.62,27.56,28.5
2025-04-17 11:03:21,HP722564-R,12510135,28BossD,27.69,26.62,27.56,28.5
2025-04-17 11:03:21,HP722564-R,12510135,RDia541Avg,270.37,269.25,270.5,271.75
2025-04-17 11:03:21,HP722564-R,12510135,RDia541Min,269.96,269.25,270.5,271.75
2025-04-17 11:03:21,HP722564-R,12510135,RDia541Max,270.63,269.25,270.5,271.75
2025-04-17 11:03:21,HP722564-R,12510135,Diam520_3,520.18,519.1,520.3,521.5
2025-04-17 11:25:24,HP722567-M,12510134,FCollAvg,7.18,6.4,7.0,7.6
2025-04-17 11:25:24,HP722567-M,12510134,FCollMin,6.91,6.4,7.0,7.6
2025-04-17 11:25:24,HP722567-M,12510134,FCollMax,7.48,6.4,7.0,7.6
2025-04-17 11:25:24,HP722567-M,12510134,FJupAvg,111.82,111.1,111.1,114.1
2025-04-17 11:25:24,HP722567-M,12510134,FJupMin,111.73,111.1,111.1,114.1
2025-04-17 11:25:24,HP722567-M,12510134,FJupMax,111.91,111.1,111.1,114.1
2025-04-17 11:25:24,HP722567-M,12510134,T2_91Avg,2.07,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,T2_91Min,1.99,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,T2_91Max,2.14,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,T2_16Avg,2.13,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,T2_16Min,1.99,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,T2_16Max,2.2,1.6,2.0,2.4
2025-04-17 11:25:24,HP722567-M,12510134,R218318Avg,218.47,217.82,218.32,218.82
2025-04-17 11:25:24,HP722567-M,12510134,R218318Min,217.98,217.82,218.32,218.82
2025-04-17 11:25:24,HP722567-M,12510134,R218318Max,218.94,217.82,218.32,218.82
2025-04-17 11:25:24,HP722567-M,12510134,R223Avg,222.84,222.0,223.0,224.0
2025-04-17 11:25:24,HP722567-M,12510134,R223Min,222.41,222.0,223.0,224.0
2025-04-17 11:25:24,HP722567-M,12510134,R223Max,223.34,222.0,223.0,224.0
2025-04-17 11:25:24,HP722567-M,12510134,R237Avg,236.79,236.0,237.0,238.0
2025-04-17 11:25:24,HP722567-M,12510134,R237Min,236.24,236.0,237.0,238.0
2025-04-17 11:25:24,HP722567-M,12510134,R237Max,237.21,236.0,237.0,238.0
2025-04-17 11:25:24,HP722567-M,12510134,HBoss35_4,35.15,35.0,35.4,35.8
2025-04-17 11:25:24,HP722567-M,12510134,28BossG,27.65,26.62,27.56,28.5
2025-04-17 11:25:24,HP722567-M,12510134,28BossD,27.67,26.62,27.56,28.5
2025-04-17 11:25:24,HP722567-M,12510134,RDia541Avg,270.41,269.25,270.5,271.75
2025-04-17 11:25:24,HP722567-M,12510134,RDia541Min,269.92,269.25,270.5,271.75
2025-04-17 11:25:24,HP722567-M,12510134,RDia541Max,270.84,269.25,270.5,271.75
2025-04-17 11:25:24,HP722567-M,12510134,Diam520_3,520.14,519.1,520.3,521.5
2025-04-17 11:40:05,HP722564-R,12510135,FCollAvg,7.26,6.4,7.0,7.6
2025-04-17 11:40:05,HP722564-R,12510135,FCollMin,6.8,6.4,7.0,7.6
2025-04-17 11:40:05,HP722564-R,12510135,FCollMax,7.74,6.4,7.0,7.6
2025-04-17 11:40:05,HP722564-R,12510135,FJupAvg,111.91,111.1,111.1,114.1
2025-04-17 11:40:05,HP722564-R,12510135,FJupMin,111.65,111.1,111.1,114.1
2025-04-17 11:40:05,HP722564-R,12510135,FJupMax,112.27,111.1,111.1,114.1
2025-04-17 11:40:05,HP722564-R,12510135,T2_91Avg,2.09,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,T2_91Min,2.02,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,T2_91Max,2.15,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,T2_16Avg,2.16,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,T2_16Min,2.07,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,T2_16Max,2.26,1.6,2.0,2.4
2025-04-17 11:40:05,HP722564-R,12510135,R218318Avg,218.58,217.82,218.32,218.82
2025-04-17 11:40:05,HP722564-R,12510135,R218318Min,217.7,217.82,218.32,218.82
2025-04-17 11:40:05,HP722564-R,12510135,R218318Max,219.05,217.82,218.32,218.82
2025-04-17 11:40:05,HP722564-R,12510135,R223Avg,222.95,222.0,223.0,224.0
2025-04-17 11:40:05,HP722564-R,12510135,R223Min,222.22,222.0,223.0,224.0
2025-04-17 11:40:05,HP722564-R,12510135,R223Max,223.38,222.0,223.0,224.0
2025-04-17 11:40:05,HP722564-R,12510135,R237Avg,236.9,236.0,237.0,238.0
2025-04-17 11:40:05,HP722564-R,12510135,R237Min,236.48,236.0,237.0,238.0
2025-04-17 11:40:05,HP722564-R,12510135,R237Max,237.27,236.0,237.0,238.0
2025-04-17 11:40:05,HP722564-R,12510135,HBoss35_4,35.13,35.0,35.4,35.8
2025-04-17 11:40:05,HP722564-R,12510135,28BossG,27.77,26.62,27.56,28.5
2025-04-17 11:40:05,HP722564-R,12510135,28BossD,27.77,26.62,27.56,28.5
2025-04-17 11:40:05,HP722564-R,12510135,RDia541Avg,270.37,269.25,270.5,271.75
2025-04-17 11:40:05,HP722564-R,12510135,RDia541Min,270.0,269.25,270.5,271.75
2025-04-17 11:40:05,HP722564-R,12510135,RDia541Max,270.64,269.25,270.5,271.75
2025-04-17 11:40:05,HP722564-R,12510135,Diam520_3,520.19,519.1,520.3,521.5
2025-04-17 13:28:56,HP722564-R,12510135,FCollAvg,7.23,6.4,7.0,7.6
2025-04-17 13:28:56,HP722564-R,12510135,FCollMin,6.93,6.4,7.0,7.6
2025-04-17 13:28:56,HP722564-R,12510135,FCollMax,7.44,6.4,7.0,7.6
2025-04-17 13:28:56,HP722564-R,12510135,FJupAvg,111.91,111.1,111.1,114.1
2025-04-17 13:28:56,HP722564-R,12510135,FJupMin,111.72,111.1,111.1,114.1
2025-04-17 13:28:56,HP722564-R,12510135,FJupMax,112.15,111.1,111.1,114.1
2025-04-17 13:28:56,HP722564-R,12510135,T2_91Avg,2.09,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,T2_91Min,2.02,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,T2_91Max,2.19,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,T2_16Avg,2.16,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,T2_16Min,2.06,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,T2_16Max,2.29,1.6,2.0,2.4
2025-04-17 13:28:56,HP722564-R,12510135,R218318Avg,218.53,217.82,218.32,218.82
2025-04-17 13:28:56,HP722564-R,12510135,R218318Min,218.08,217.82,218.32,218.82
2025-04-17 13:28:56,HP722564-R,12510135,R218318Max,218.93,217.82,218.32,218.82
2025-04-17 13:28:56,HP722564-R,12510135,R223Avg,222.99,222.0,223.0,224.0
2025-04-17 13:28:56,HP722564-R,12510135,R223Min,222.49,222.0,223.0,224.0
2025-04-17 13:28:56,HP722564-R,12510135,R223Max,223.41,222.0,223.0,224.0
2025-04-17 13:28:56,HP722564-R,12510135,R237Avg,236.91,236.0,237.0,238.0
2025-04-17 13:28:56,HP722564-R,12510135,R237Min,236.37,236.0,237.0,238.0
2025-04-17 13:28:56,HP722564-R,12510135,R237Max,237.32,236.0,237.0,238.0
2025-04-17 13:28:56,HP722564-R,12510135,HBoss35_4,35.17,35.0,35.4,35.8
2025-04-17 13:28:56,HP722564-R,12510135,28BossG,27.76,26.62,27.56,28.5
2025-04-17 13:28:56,HP722564-R,12510135,28BossD,27.79,26.62,27.56,28.5
2025-04-17 13:28:56,HP722564-R,12510135,RDia541Avg,270.37,269.25,270.5,271.75
2025-04-17 13:28:56,HP722564-R,12510135,RDia541Min,269.91,269.25,270.5,271.75
2025-04-17 13:28:56,HP722564-R,12510135,RDia541Max,270.67,269.25,270.5,271.75
2025-04-17 13:28:56,HP722564-R,12510135,Diam520_3,520.22,519.1,520.3,521.5
2025-04-18 12:30:44,HP722572-B,12510140,FCollAvg,7.2,6.4,7.0,7.6
2025-04-18 12:30:44,HP722572-B,12510140,FCollMin,7.0,6.4,7.0,7.6
2025-04-18 12:30:44,HP722572-B,12510140,FCollMax,7.62,6.4,7.0,7.6
2025-04-18 12:30:44,HP722572-B,12510140,FJupAvg,111.77,111.1,111.1,114.1
2025-04-18 12:30:44,HP722572-B,12510140,FJupMin,111.54,111.1,111.1,114.1
2025-04-18 12:30:44,HP722572-B,12510140,FJupMax,111.95,111.1,111.1,114.1
2025-04-18 12:30:44,HP722572-B,12510140,T2_91Avg,2.1,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,T2_91Min,2.01,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,T2_91Max,2.21,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,T2_16Avg,2.2,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,T2_16Min,2.06,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,T2_16Max,2.32,1.6,2.0,2.4
2025-04-18 12:30:44,HP722572-B,12510140,R218318Avg,218.51,217.82,218.32,218.82
2025-04-18 12:30:44,HP722572-B,12510140,R218318Min,218.21,217.82,218.32,218.82
2025-04-18 12:30:44,HP722572-B,12510140,R218318Max,218.86,217.82,218.32,218.82
2025-04-18 12:30:44,HP722572-B,12510140,R223Avg,222.79,222.0,223.0,224.0
2025-04-18 12:30:44,HP722572-B,12510140,R223Min,222.5,222.0,223.0,224.0
2025-04-18 12:30:44,HP722572-B,12510140,R223Max,223.07,222.0,223.0,224.0
2025-04-18 12:30:44,HP722572-B,12510140,R237Avg,236.81,236.0,237.0,238.0
2025-04-18 12:30:44,HP722572-B,12510140,R237Min,236.5,236.0,237.0,238.0
2025-04-18 12:30:44,HP722572-B,12510140,R237Max,237.1,236.0,237.0,238.0
2025-04-18 12:30:44,HP722572-B,12510140,HBoss35_4,35.12,35.0,35.4,35.8
2025-04-18 12:30:44,HP722572-B,12510140,28BossG,27.76,26.62,27.56,28.5
2025-04-18 12:30:44,HP722572-B,12510140,28BossD,27.7,26.62,27.56,28.5
2025-04-18 12:30:44,HP722572-B,12510140,RDia541Avg,270.49,269.25,270.5,271.75
2025-04-18 12:30:44,HP722572-B,12510140,RDia541Min,270.11,269.25,270.5,271.75
2025-04-18 12:30:44,HP722572-B,12510140,RDia541Max,270.75,269.25,270.5,271.75
2025-04-18 12:30:44,HP722572-B,12510140,Diam520_3,520.37,519.1,520.3,521.5
2025-04-18 12:45:04,HP722575-8,12511127,FCollAvg,7.34,6.4,7.0,7.6
2025-04-18 12:45:04,HP722575-8,12511127,FCollMin,7.24,6.4,7.0,7.6
2025-04-18 12:45:04,HP722575-8,12511127,FCollMax,7.45,6.4,7.0,7.6
2025-04-18 12:45:04,HP722575-8,12511127,FJupAvg,111.95,111.1,111.1,114.1
2025-04-18 12:45:04,HP722575-8,12511127,FJupMin,111.88,111.1,111.1,114.1
2025-04-18 12:45:04,HP722575-8,12511127,FJupMax,112.01,111.1,111.1,114.1
2025-04-18 12:45:04,HP722575-8,12511127,T2_91Avg,2.12,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,T2_91Min,2.03,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,T2_91Max,2.28,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,T2_16Avg,2.2,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,T2_16Min,2.06,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,T2_16Max,2.46,1.6,2.0,2.4
2025-04-18 12:45:04,HP722575-8,12511127,R218318Avg,218.51,217.82,218.32,218.82
2025-04-18 12:45:04,HP722575-8,12511127,R218318Min,218.33,217.82,218.32,218.82
2025-04-18 12:45:04,HP722575-8,12511127,R218318Max,218.65,217.82,218.32,218.82
2025-04-18 12:45:04,HP722575-8,12511127,R223Avg,222.98,222.0,223.0,224.0
2025-04-18 12:45:04,HP722575-8,12511127,R223Min,222.73,222.0,223.0,224.0
2025-04-18 12:45:04,HP722575-8,12511127,R223Max,223.15,222.0,223.0,224.0
2025-04-18 12:45:04,HP722575-8,12511127,R237Avg,236.96,236.0,237.0,238.0
2025-04-18 12:45:04,HP722575-8,12511127,R237Min,236.61,236.0,237.0,238.0
2025-04-18 12:45:04,HP722575-8,12511127,R237Max,237.26,236.0,237.0,238.0
2025-04-18 12:45:04,HP722575-8,12511127,HBoss35_4,35.2,35.0,35.4,35.8
2025-04-18 12:45:04,HP722575-8,12511127,28BossG,27.85,26.62,27.56,28.5
2025-04-18 12:45:04,HP722575-8,12511127,28BossD,27.8,26.62,27.56,28.5
2025-04-18 12:45:04,HP722575-8,12511127,RDia541Avg,270.41,269.25,270.5,271.75
2025-04-18 12:45:04,HP722575-8,12511127,RDia541Min,270.26,269.25,270.5,271.75
2025-04-18 12:45:04,HP722575-8,12511127,RDia541Max,270.54,269.25,270.5,271.75
2025-04-18 12:45:04,HP722575-8,12511127,Diam520_3,520.4,519.1,520.3,521.5
2025-04-18 13:18:41,HP722572-B,12510140,FCollAvg,7.18,6.4,7.0,7.6
2025-04-18 13:18:41,HP722572-B,12510140,FCollMin,7.04,6.4,7.0,7.6
2025-04-18 13:18:41,HP722572-B,12510140,FCollMax,7.44,6.4,7.0,7.6
2025-04-18 13:18:41,HP722572-B,12510140,FJupAvg,111.78,111.1,111.1,114.1
2025-04-18 13:18:41,HP722572-B,12510140,FJupMin,111.61,111.1,111.1,114.1
2025-04-18 13:18:41,HP722572-B,12510140,FJupMax,111.92,111.1,111.1,114.1
2025-04-18 13:18:41,HP722572-B,12510140,T2_91Avg,2.1,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,T2_91Min,2.02,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,T2_91Max,2.17,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,T2_16Avg,2.2,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,T2_16Min,2.06,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,T2_16Max,2.3,1.6,2.0,2.4
2025-04-18 13:18:41,HP722572-B,12510140,R218318Avg,218.47,217.82,218.32,218.82
2025-04-18 13:18:41,HP722572-B,12510140,R218318Min,218.15,217.82,218.32,218.82
2025-04-18 13:18:41,HP722572-B,12510140,R218318Max,218.66,217.82,218.32,218.82
2025-04-18 13:18:41,HP722572-B,12510140,R223Avg,222.8,222.0,223.0,224.0
2025-04-18 13:18:41,HP722572-B,12510140,R223Min,222.54,222.0,223.0,224.0
2025-04-18 13:18:41,HP722572-B,12510140,R223Max,223.06,222.0,223.0,224.0
2025-04-18 13:18:41,HP722572-B,12510140,R237Avg,236.82,236.0,237.0,238.0
2025-04-18 13:18:41,HP722572-B,12510140,R237Min,236.52,236.0,237.0,238.0
2025-04-18 13:18:41,HP722572-B,12510140,R237Max,237.06,236.0,237.0,238.0
2025-04-18 13:18:41,HP722572-B,12510140,HBoss35_4,35.16,35.0,35.4,35.8
2025-04-18 13:18:41,HP722572-B,12510140,28BossG,27.7,26.62,27.56,28.5
2025-04-18 13:18:41,HP722572-B,12510140,28BossD,27.7,26.62,27.56,28.5
2025-04-18 13:18:41,HP722572-B,12510140,RDia541Avg,270.49,269.25,270.5,271.75
2025-04-18 13:18:41,HP722572-B,12510140,RDia541Min,270.17,269.25,270.5,271.75
2025-04-18 13:18:41,HP722572-B,12510140,RDia541Max,270.7,269.25,270.5,271.75
2025-04-18 13:18:41,HP722572-B,12510140,Diam520_3,520.39,519.1,520.3,521.5
2025-04-23 07:18:54,HP722578-5,12511125,FCollAvg,7.27,6.4,7.0,7.6
2025-04-23 07:18:54,HP722578-5,12511125,FCollMin,7.1,6.4,7.0,7.6
2025-04-23 07:18:54,HP722578-5,12511125,FCollMax,7.49,6.4,7.0,7.6
2025-04-23 07:18:54,HP722578-5,12511125,FJupAvg,111.9,111.1,111.1,114.1
2025-04-23 07:18:54,HP722578-5,12511125,FJupMin,111.76,111.1,111.1,114.1
2025-04-23 07:18:54,HP722578-5,12511125,FJupMax,111.98,111.1,111.1,114.1
2025-04-23 07:18:54,HP722578-5,12511125,T2_91Avg,2.11,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,T2_91Min,2.06,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,T2_91Max,2.18,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,T2_16Avg,2.17,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,T2_16Min,2.03,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,T2_16Max,2.27,1.6,2.0,2.4
2025-04-23 07:18:54,HP722578-5,12511125,R218318Avg,218.41,217.82,218.32,218.82
2025-04-23 07:18:54,HP722578-5,12511125,R218318Min,218.23,217.82,218.32,218.82
2025-04-23 07:18:54,HP722578-5,12511125,R218318Max,218.57,217.82,218.32,218.82
2025-04-23 07:18:54,HP722578-5,12511125,R223Avg,222.94,222.0,223.0,224.0
2025-04-23 07:18:54,HP722578-5,12511125,R223Min,222.75,222.0,223.0,224.0
2025-04-23 07:18:54,HP722578-5,12511125,R223Max,223.19,222.0,223.0,224.0
2025-04-23 07:18:54,HP722578-5,12511125,R237Avg,236.94,236.0,237.0,238.0
2025-04-23 07:18:54,HP722578-5,12511125,R237Min,236.65,236.0,237.0,238.0
2025-04-23 07:18:54,HP722578-5,12511125,R237Max,237.45,236.0,237.0,238.0
2025-04-23 07:18:54,HP722578-5,12511125,HBoss35_4,35.04,35.0,35.4,35.8
2025-04-23 07:18:54,HP722578-5,12511125,28BossG,27.74,26.62,27.56,28.5
2025-04-23 07:18:54,HP722578-5,12511125,28BossD,27.76,26.62,27.56,28.5
2025-04-23 07:18:54,HP722578-5,12511125,RDia541Avg,270.44,269.25,270.5,271.75
2025-04-23 07:18:54,HP722578-5,12511125,RDia541Min,270.2,269.25,270.5,271.75
2025-04-23 07:18:54,HP722578-5,12511125,RDia541Max,270.79,269.25,270.5,271.75
2025-04-23 07:18:54,HP722578-5,12511125,Diam520_3,520.37,519.1,520.3,521.5
2025-04-23 07:35:05,HP722576-7,12510630,FCollAvg,7.28,6.4,7.0,7.6
2025-04-23 07:35:05,HP722576-7,12510630,FCollMin,6.82,6.4,7.0,7.6
2025-04-23 07:35:05,HP722576-7,12510630,FCollMax,7.75,6.4,7.0,7.6
2025-04-23 07:35:05,HP722576-7,12510630,FJupAvg,111.86,111.1,111.1,114.1
2025-04-23 07:35:05,HP722576-7,12510630,FJupMin,111.62,111.1,111.1,114.1
2025-04-23 07:35:05,HP722576-7,12510630,FJupMax,112.19,111.1,111.1,114.1
2025-04-23 07:35:05,HP722576-7,12510630,T2_91Avg,2.07,1.6,2.0,2.4
2025-04-23 07:35:05,HP722576-7,12510630,T2_91Min,2.0,1.6,2.0,2.4
2025-04-23 07:35:05,HP722576-7,12510630,T2_91Max,2.12,1.6,2.0,2.4
2025-04-23 07:35:05,HP722576-7,12510630,T2_16Avg,2.14,1.6,2.0,2.4
2025-04-23 07:35:05,HP722576-7,12510630,T2_16Min,1.96,1.6,2.0,2.4
