Date,Serial,OF,Nom_Cote,Mesure,Nominal,Tolérance_Min,Tolérance_Max
2025-05-11,S0021,9546,Cire_Alésage grand,105.174,105.15,105.05,105.25
2025-05-11,S0022,6546,Cire_Rayon extérieur,275.134,275.15,275.05,275.2
2025-05-11,S0022,6546,Cire_Rayon intérieur jante,210.056,210.15,210.0,210.3
2025-05-11,S0022,6546,Cire_Rayon hors tout,320.145,320.15,320.05,320.3
2025-05-11,S0022,6546,Cire_Rayon fond,40.144999999999996,40.15,40.1,40.2
2025-05-11,S0022,6546,Cire_Diamètre global max,325.959,325.96,325.71,326.11
2025-05-11,S0022,6546,Cire_Rayon extérieur (2e mention),275.22700000000003,275.15,274.85,275.45
2025-05-11,S0022,6546,Cire_Épaisseur patin,30.179,30.15,29.95,30.35
2025-05-11,S0022,6546,Cire_Largeur gorge centrale,80.171,80.12,80.02,80.22
2025-05-11,S0022,6546,Cire_Rayon fond (2e mention),40.129999999999995,40.15,40.075,40.225
2025-05-11,S0022,6546,Cire_Hauteur jante,175.179,175.15,175.025,175.275
2025-05-11,S0022,6546,Cire_Cercle de perçage,145.16299999999998,145.15,145.05,145.25
2025-05-11,S0022,6546,Cire_Rayon congé usinage,4.153,4.15,4.125,4.175
2025-05-11,S0022,6546,Cire_Petit alésage,85.104,85.15,85.05,85.25
2025-05-11,S0022,6546,Cire_Alésage moyen,95.09100000000001,95.15,95.025,95.275
2025-05-11,S0022,6546,Cire_Alésage grand,105.113,105.15,105.05,105.25
2025-05-11,S0023,2880,Cire_Rayon extérieur,275.155,275.15,275.05,275.2
2025-05-11,S0023,2880,Cire_Rayon intérieur jante,210.094,210.15,210.0,210.3
2025-05-11,S0023,2880,Cire_Rayon hors tout,320.11400000000003,320.15,320.05,320.3
2025-05-11,S0023,2880,Cire_Rayon fond,40.144,40.15,40.1,40.2
2025-05-11,S0023,2880,Cire_Diamètre global max,325.93,325.96,325.71,326.11
2025-05-11,S0023,2880,Cire_Rayon extérieur (2e mention),275.101,275.15,274.85,275.45
2025-05-11,S0023,2880,Cire_Épaisseur patin,30.194,30.15,29.95,30.35
2025-05-11,S0023,2880,Cire_Largeur gorge centrale,80.063,80.12,80.02,80.22
2025-05-11,S0023,2880,Cire_Rayon fond (2e mention),40.152,40.15,40.075,40.225
2025-05-11,S0023,2880,Cire_Hauteur jante,175.15900000000002,175.15,175.025,175.275
2025-05-11,S0023,2880,Cire_Cercle de perçage,145.19,145.15,145.05,145.25
2025-05-11,S0023,2880,Cire_Rayon congé usinage,4.147,4.15,4.125,4.175
2025-05-11,S0023,2880,Cire_Petit alésage,85.086,85.15,85.05,85.25
2025-05-11,S0023,2880,Cire_Alésage moyen,95.125,95.15,95.025,95.275
2025-05-11,S0023,2880,Cire_Alésage grand,105.118,105.15,105.05,105.25
2025-05-11,S0024,5156,Cire_Rayon extérieur,275.146,275.15,275.05,275.2
2025-05-11,S0024,5156,Cire_Rayon intérieur jante,210.16,210.15,210.0,210.3
2025-05-11,S0024,5156,Cire_Rayon hors tout,320.154,320.15,320.05,320.3
2025-05-11,S0024,5156,Cire_Rayon fond,40.19,40.15,40.1,40.2
2025-05-11,S0024,5156,Cire_Diamètre global max,326.016,325.96,325.71,326.11
2025-05-11,S0024,5156,Cire_Rayon extérieur (2e mention),275.116,275.15,274.85,275.45
2025-05-11,S0024,5156,Cire_Épaisseur patin,30.182,30.15,29.95,30.35
2025-05-11,S0024,5156,Cire_Largeur gorge centrale,80.073,80.12,80.02,80.22
2025-05-11,S0024,5156,Cire_Rayon fond (2e mention),40.120999999999995,40.15,40.075,40.225
2025-05-11,S0024,5156,Cire_Hauteur jante,175.17999999999998,175.15,175.025,175.275
2025-05-11,S0024,5156,Cire_Cercle de perçage,145.17999999999998,145.15,145.05,145.25
2025-05-11,S0024,5156,Cire_Rayon congé usinage,4.138,4.15,4.125,4.175
2025-05-11,S0024,5156,Cire_Petit alésage,85.176,85.15,85.05,85.25
2025-05-11,S0024,5156,Cire_Alésage moyen,95.096,95.15,95.025,95.275
2025-05-11,S0024,5156,Cire_Alésage grand,105.17099999999999,105.15,105.05,105.25
2025-05-11,S0025,3154,Cire_Rayon extérieur,275.148,275.15,275.05,275.2
2025-05-11,S0025,3154,Cire_Rayon intérieur jante,210.12,210.15,210.0,210.3
2025-05-11,S0025,3154,Cire_Rayon hors tout,320.16,320.15,320.05,320.3
2025-05-11,S0025,3154,Cire_Rayon fond,40.133,40.15,40.1,40.2
2025-05-11,S0025,3154,Cire_Diamètre global max,325.971,325.96,325.71,326.11
2025-05-11,S0025,3154,Cire_Rayon extérieur (2e mention),275.093,275.15,274.85,275.45
2025-05-11,S0025,3154,Cire_Épaisseur patin,30.205000000000002,30.15,29.95,30.35
2025-05-11,S0025,3154,Cire_Largeur gorge centrale,80.138,80.12,80.02,80.22
2025-05-11,S0025,3154,Cire_Rayon fond (2e mention),40.163000000000004,40.15,40.075,40.225
2025-05-11,S0025,3154,Cire_Hauteur jante,175.148,175.15,175.025,175.275
2025-05-11,S0025,3154,Cire_Cercle de perçage,145.199,145.15,145.05,145.25
2025-05-11,S0025,3154,Cire_Rayon congé usinage,4.146999999999999,4.15,4.125,4.175
2025-05-11,S0025,3154,Cire_Petit alésage,85.119,85.15,85.05,85.25
2025-05-11,S0025,3154,Cire_Alésage moyen,95.149,95.15,95.025,95.275
2025-05-11,S0025,3154,Cire_Alésage grand,105.202,105.15,105.05,105.25
2025-05-11,S0026,6966,Cire_Rayon extérieur,275.12899999999996,275.15,275.05,275.2
2025-05-11,S0026,6966,Cire_Rayon intérieur jante,210.106,210.15,210.0,210.3
2025-05-11,S0026,6966,Cire_Rayon hors tout,320.12100000000004,320.15,320.05,320.3
2025-05-11,S0026,6966,Cire_Rayon fond,40.16,40.15,40.1,40.2
2025-05-11,S0026,6966,Cire_Diamètre global max,326.027,325.96,325.71,326.11
2025-05-11,S0026,6966,Cire_Rayon extérieur (2e mention),275.235,275.15,274.85,275.45
2025-05-11,S0026,6966,Cire_Épaisseur patin,30.073,30.15,29.95,30.35
2025-05-11,S0026,6966,Cire_Largeur gorge centrale,80.153,80.12,80.02,80.22
2025-05-11,S0026,6966,Cire_Rayon fond (2e mention),40.13,40.15,40.075,40.225
2025-05-11,S0026,6966,Cire_Hauteur jante,175.15200000000002,175.15,175.025,175.275
2025-05-11,S0026,6966,Cire_Cercle de perçage,145.11800000000002,145.15,145.05,145.25
2025-05-11,S0026,6966,Cire_Rayon congé usinage,4.145,4.15,4.125,4.175
2025-05-11,S0026,6966,Cire_Petit alésage,85.108,85.15,85.05,85.25
2025-05-11,S0026,6966,Cire_Alésage moyen,95.103,95.15,95.025,95.275
2025-05-11,S0026,6966,Cire_Alésage grand,105.107,105.15,105.05,105.25
2025-05-11,S0027,3245,Cire_Rayon extérieur,275.148,275.15,275.05,275.2
2025-05-11,S0027,3245,Cire_Rayon intérieur jante,210.24,210.15,210.0,210.3
2025-05-11,S0027,3245,Cire_Rayon hors tout,320.218,320.15,320.05,320.3
2025-05-11,S0027,3245,Cire_Rayon fond,40.078,40.15,40.1,40.2
2025-05-11,S0027,3245,Cire_Diamètre global max,326.014,325.96,325.71,326.11
2025-05-11,S0027,3245,Cire_Rayon extérieur (2e mention),274.885,275.15,274.85,275.45
2025-05-11,S0027,3245,Cire_Épaisseur patin,30.18,30.15,29.95,30.35
2025-05-11,S0027,3245,Cire_Largeur gorge centrale,80.116,80.12,80.02,80.22
2025-05-11,S0027,3245,Cire_Rayon fond (2e mention),40.16,40.15,40.075,40.225
2025-05-11,S0027,3245,Cire_Hauteur jante,175.11,175.15,175.025,175.275
2025-05-11,S0027,3245,Cire_Cercle de perçage,145.114,145.15,145.05,145.25
2025-05-11,S0027,3245,Cire_Rayon congé usinage,4.164,4.15,4.125,4.175
2025-05-11,S0027,3245,Cire_Petit alésage,85.126,85.15,85.05,85.25
2025-05-11,S0027,3245,Cire_Alésage moyen,95.194,95.15,95.025,95.275
2025-05-11,S0027,3245,Cire_Alésage grand,105.124,105.15,105.05,105.25
2025-05-11,S0028,5051,Cire_Rayon extérieur,275.145,275.15,275.05,275.2
2025-05-11,S0028,5051,Cire_Rayon intérieur jante,210.17499999999998,210.15,210.0,210.3
2025-05-11,S0028,5051,Cire_Rayon hors tout,320.15000000000003,320.15,320.05,320.3
2025-05-11,S0028,5051,Cire_Rayon fond,40.17,40.15,40.1,40.2
2025-05-11,S0028,5051,Cire_Diamètre global max,325.907,325.96,325.71,326.11
2025-05-11,S0028,5051,Cire_Rayon extérieur (2e mention),275.19199999999995,275.15,274.85,275.45
2025-05-11,S0028,5051,Cire_Épaisseur patin,30.198,30.15,29.95,30.35
2025-05-11,S0028,5051,Cire_Largeur gorge centrale,80.137,80.12,80.02,80.22
2025-05-11,S0028,5051,Cire_Rayon fond (2e mention),40.135999999999996,40.15,40.075,40.225
2025-05-11,S0028,5051,Cire_Hauteur jante,175.197,175.15,175.025,175.275
2025-05-11,S0028,5051,Cire_Cercle de perçage,145.19400000000002,145.15,145.05,145.25
2025-05-11,S0028,5051,Cire_Rayon congé usinage,4.154,4.15,4.125,4.175
2025-05-11,S0028,5051,Cire_Petit alésage,85.182,85.15,85.05,85.25
2025-05-11,S0028,5051,Cire_Alésage moyen,95.07000000000001,95.15,95.025,95.275
2025-05-11,S0028,5051,Cire_Alésage grand,105.105,105.15,105.05,105.25
2025-05-11,S0029,4683,Cire_Rayon extérieur,275.163,275.15,275.05,275.2
2025-05-11,S0029,4683,Cire_Rayon intérieur jante,210.125,210.15,210.0,210.3
2025-05-11,S0029,4683,Cire_Rayon hors tout,320.15999999999997,320.15,320.05,320.3
2025-05-11,S0029,4683,Cire_Rayon fond,40.135,40.15,40.1,40.2
2025-05-11,S0029,4683,Cire_Diamètre global max,325.93,325.96,325.71,326.11
2025-05-11,S0029,4683,Cire_Rayon extérieur (2e mention),275.267,275.15,274.85,275.45
2025-05-11,S0029,4683,Cire_Épaisseur patin,29.981,30.15,29.95,30.35
2025-05-11,S0029,4683,Cire_Largeur gorge centrale,80.09599999999999,80.12,80.02,80.22
2025-05-11,S0029,4683,Cire_Rayon fond (2e mention),40.187,40.15,40.075,40.225
2025-05-11,S0029,4683,Cire_Hauteur jante,175.17399999999998,175.15,175.025,175.275
2025-05-11,S0029,4683,Cire_Cercle de perçage,145.087,145.15,145.05,145.25
2025-05-11,S0029,4683,Cire_Rayon congé usinage,4.148,4.15,4.125,4.175
2025-05-11,S0029,4683,Cire_Petit alésage,85.19200000000001,85.15,85.05,85.25
2025-05-11,S0029,4683,Cire_Alésage moyen,95.144,95.15,95.025,95.275
2025-05-11,S0029,4683,Cire_Alésage grand,105.188,105.15,105.05,105.25
2025-05-11,S0030,1640,Cire_Rayon extérieur,275.14,275.15,275.05,275.2
2025-05-11,S0030,1640,Cire_Rayon intérieur jante,210.165,210.15,210.0,210.3
2025-05-11,S0030,1640,Cire_Rayon hors tout,320.167,320.15,320.05,320.3
2025-05-11,S0030,1640,Cire_Rayon fond,40.168,40.15,40.1,40.2
2025-05-11,S0030,1640,Cire_Diamètre global max,326.05,325.96,325.71,326.11
2025-05-11,S0030,1640,Cire_Rayon extérieur (2e mention),275.16,275.15,274.85,275.45
2025-05-11,S0030,1640,Cire_Épaisseur patin,30.09,30.15,29.95,30.35
2025-05-11,S0030,1640,Cire_Largeur gorge centrale,80.102,80.12,80.02,80.22
2025-05-11,S0030,1640,Cire_Rayon fond (2e mention),40.181,40.15,40.075,40.225
2025-05-11,S0030,1640,Cire_Hauteur jante,175.13400000000001,175.15,175.025,175.275
2025-05-11,S0030,1640,Cire_Cercle de perçage,145.154,145.15,145.05,145.25
2025-05-11,S0030,1640,Cire_Rayon congé usinage,4.166,4.15,4.125,4.175
2025-05-11,S0030,1640,Cire_Petit alésage,85.086,85.15,85.05,85.25
2025-05-11,S0030,1640,Cire_Alésage moyen,95.141,95.15,95.025,95.275
2025-05-11,S0030,1640,Cire_Alésage grand,105.13199999999999,105.15,105.05,105.25
2025-05-11,S0031,6313,Cire_Rayon extérieur,275.119,275.15,275.05,275.2
2025-05-11,S0031,6313,Cire_Rayon intérieur jante,210.246,210.15,210.0,210.3
2025-05-11,S0031,6313,Cire_Rayon hors tout,320.13899999999995,320.15,320.05,320.3
2025-05-11,S0031,6313,Cire_Rayon fond,40.152,40.15,40.1,40.2
2025-05-11,S0031,6313,Cire_Diamètre global max,325.957,325.96,325.71,326.11
2025-05-11,S0031,6313,Cire_Rayon extérieur (2e mention),275.255,275.15,274.85,275.45
2025-05-11,S0031,6313,Cire_Épaisseur patin,30.237,30.15,29.95,30.35
2025-05-11,S0031,6313,Cire_Largeur gorge centrale,80.133,80.12,80.02,80.22
2025-05-11,S0031,6313,Cire_Rayon fond (2e mention),40.153,40.15,40.075,40.225
2025-05-11,S0031,6313,Cire_Hauteur jante,175.096,175.15,175.025,175.275
2025-05-11,S0031,6313,Cire_Cercle de perçage,145.16500000000002,145.15,145.05,145.25
2025-05-11,S0031,6313,Cire_Rayon congé usinage,4.141,4.15,4.125,4.175
2025-05-11,S0031,6313,Cire_Petit alésage,85.12,85.15,85.05,85.25
2025-05-11,S0031,6313,Cire_Alésage moyen,95.103,95.15,95.025,95.275
2025-05-11,S0031,6313,Cire_Alésage grand,105.152,105.15,105.05,105.25
2025-05-11,S0032,2909,Cire_Rayon extérieur,275.149,275.15,275.05,275.2
2025-05-11,S0032,2909,Cire_Rayon intérieur jante,210.179,210.15,210.0,210.3
2025-05-11,S0032,2909,Cire_Rayon hors tout,320.181,320.15,320.05,320.3
2025-05-11,S0032,2909,Cire_Rayon fond,40.135,40.15,40.1,40.2
2025-05-11,S0032,2909,Cire_Diamètre global max,325.97,325.96,325.71,326.11
2025-05-11,S0032,2909,Cire_Rayon extérieur (2e mention),275.31100000000004,275.15,274.85,275.45
2025-05-11,S0032,2909,Cire_Épaisseur patin,30.091,30.15,29.95,30.35
2025-05-11,S0032,2909,Cire_Largeur gorge centrale,80.146,80.12,80.02,80.22
2025-05-11,S0032,2909,Cire_Rayon fond (2e mention),40.19,40.15,40.075,40.225
2025-05-11,S0032,2909,Cire_Hauteur jante,175.225,175.15,175.025,175.275
2025-05-11,S0032,2909,Cire_Cercle de perçage,145.228,145.15,145.05,145.25
2025-05-11,S0032,2909,Cire_Rayon congé usinage,4.131,4.15,4.125,4.175
2025-05-11,S0032,2909,Cire_Petit alésage,85.121,85.15,85.05,85.25
2025-05-11,S0032,2909,Cire_Alésage moyen,95.182,95.15,95.025,95.275
2025-05-11,S0032,2909,Cire_Alésage grand,105.132,105.15,105.05,105.25
2025-05-11,S0033,3620,Cire_Rayon extérieur,275.13599999999997,275.15,275.05,275.2
2025-05-11,S0033,3620,Cire_Rayon intérieur jante,210.19799999999998,210.15,210.0,210.3
2025-05-11,S0033,3620,Cire_Rayon hors tout,320.149,320.15,320.05,320.3
2025-05-11,S0033,3620,Cire_Rayon fond,40.121,40.15,40.1,40.2
2025-05-11,S0033,3620,Cire_Diamètre global max,325.99899999999997,325.96,325.71,326.11
2025-05-11,S0033,3620,Cire_Rayon extérieur (2e mention),275.109,275.15,274.85,275.45
2025-05-11,S0033,3620,Cire_Épaisseur patin,30.113,30.15,29.95,30.35
2025-05-11,S0033,3620,Cire_Largeur gorge centrale,80.055,80.12,80.02,80.22
2025-05-11,S0033,3620,Cire_Rayon fond (2e mention),40.17,40.15,40.075,40.225
2025-05-11,S0033,3620,Cire_Hauteur jante,175.131,175.15,175.025,175.275
2025-05-11,S0033,3620,Cire_Cercle de perçage,145.17000000000002,145.15,145.05,145.25
2025-05-11,S0033,3620,Cire_Rayon congé usinage,4.138,4.15,4.125,4.175
2025-05-11,S0033,3620,Cire_Petit alésage,85.158,85.15,85.05,85.25
2025-05-11,S0033,3620,Cire_Alésage moyen,95.221,95.15,95.025,95.275
2025-05-11,S0033,3620,Cire_Alésage grand,105.14,105.15,105.05,105.25
2025-05-11,S0034,9819,Cire_Rayon extérieur,275.178,275.15,275.05,275.2
2025-05-11,S0034,9819,Cire_Rayon intérieur jante,210.124,210.15,210.0,210.3
2025-05-11,S0034,9819,Cire_Rayon hors tout,320.147,320.15,320.05,320.3
2025-05-11,S0034,9819,Cire_Rayon fond,40.143,40.15,40.1,40.2
2025-05-11,S0034,9819,Cire_Diamètre global max,325.95500000000004,325.96,325.71,326.11
2025-05-11,S0034,9819,Cire_Rayon extérieur (2e mention),275.09000000000003,275.15,274.85,275.45
2025-05-11,S0034,9819,Cire_Épaisseur patin,30.119,30.15,29.95,30.35
2025-05-11,S0034,9819,Cire_Largeur gorge centrale,80.145,80.12,80.02,80.22
2025-05-11,S0034,9819,Cire_Rayon fond (2e mention),40.185,40.15,40.075,40.225
2025-05-11,S0034,9819,Cire_Hauteur jante,175.13400000000001,175.15,175.025,175.275
2025-05-11,S0034,9819,Cire_Cercle de perçage,145.184,145.15,145.05,145.25
2025-05-11,S0034,9819,Cire_Rayon congé usinage,4.143,4.15,4.125,4.175
2025-05-11,S0034,9819,Cire_Petit alésage,85.085,85.15,85.05,85.25
2025-05-11,S0034,9819,Cire_Alésage moyen,95.173,95.15,95.025,95.275
2025-05-11,S0034,9819,Cire_Alésage grand,105.166,105.15,105.05,105.25
2025-05-11,S0035,8808,Cire_Rayon extérieur,275.156,275.15,275.05,275.2
2025-05-11,S0035,8808,Cire_Rayon intérieur jante,210.196,210.15,210.0,210.3
2025-05-11,S0035,8808,Cire_Rayon hors tout,320.193,320.15,320.05,320.3
2025-05-11,S0035,8808,Cire_Rayon fond,40.178,40.15,40.1,40.2
2025-05-11,S0035,8808,Cire_Diamètre global max,325.904,325.96,325.71,326.11
2025-05-11,S0035,8808,Cire_Rayon extérieur (2e mention),275.049,275.15,274.85,275.45
2025-05-11,S0035,8808,Cire_Épaisseur patin,30.187,30.15,29.95,30.35
2025-05-11,S0035,8808,Cire_Largeur gorge centrale,80.165,80.12,80.02,80.22
2025-05-11,S0035,8808,Cire_Rayon fond (2e mention),40.172,40.15,40.075,40.225
2025-05-11,S0035,8808,Cire_Hauteur jante,175.12199999999999,175.15,175.025,175.275
2025-05-11,S0035,8808,Cire_Cercle de perçage,145.20299999999997,145.15,145.05,145.25
2025-05-11,S0035,8808,Cire_Rayon congé usinage,4.1530000000000005,4.15,4.125,4.175
2025-05-11,S0035,8808,Cire_Petit alésage,85.17500000000001,85.15,85.05,85.25
2025-05-11,S0035,8808,Cire_Alésage moyen,95.092,95.15,95.025,95.275
2025-05-11,S0035,8808,Cire_Alésage grand,105.224,105.15,105.05,105.25
2025-05-11,S0036,4994,Cire_Rayon extérieur,275.15700000000004,275.15,275.05,275.2
2025-05-11,S0036,4994,Cire_Rayon intérieur jante,210.16400000000002,210.15,210.0,210.3
2025-05-11,S0036,4994,Cire_Rayon hors tout,320.188,320.15,320.05,320.3
2025-05-11,S0036,4994,Cire_Rayon fond,40.119,40.15,40.1,40.2
2025-05-11,S0036,4994,Cire_Diamètre global max,325.966,325.96,325.71,326.11
2025-05-11,S0036,4994,Cire_Rayon extérieur (2e mention),275.197,275.15,274.85,275.45
2025-05-11,S0036,4994,Cire_Épaisseur patin,30.134,30.15,29.95,30.35
2025-05-11,S0036,4994,Cire_Largeur gorge centrale,80.15700000000001,80.12,80.02,80.22
2025-05-11,S0036,4994,Cire_Rayon fond (2e mention),40.159,40.15,40.075,40.225
2025-05-11,S0036,4994,Cire_Hauteur jante,175.13,175.15,175.025,175.275
2025-05-11,S0036,4994,Cire_Cercle de perçage,145.173,145.15,145.05,145.25
2025-05-11,S0036,4994,Cire_Rayon congé usinage,4.147,4.15,4.125,4.175
2025-05-11,S0036,4994,Cire_Petit alésage,85.105,85.15,85.05,85.25
2025-05-11,S0036,4994,Cire_Alésage moyen,95.192,95.15,95.025,95.275
2025-05-11,S0036,4994,Cire_Alésage grand,105.13499999999999,105.15,105.05,105.25
2025-05-11,S0037,6794,Cire_Rayon extérieur,275.143,275.15,275.05,275.2
2025-05-11,S0037,6794,Cire_Rayon intérieur jante,210.14800000000002,210.15,210.0,210.3
2025-05-11,S0037,6794,Cire_Rayon hors tout,320.231,320.15,320.05,320.3
2025-05-11,S0037,6794,Cire_Rayon fond,40.166,40.15,40.1,40.2
2025-05-11,S0037,6794,Cire_Diamètre global max,326.002,325.96,325.71,326.11
2025-05-11,S0037,6794,Cire_Rayon extérieur (2e mention),275.11499999999995,275.15,274.85,275.45
2025-05-11,S0037,6794,Cire_Épaisseur patin,30.142999999999997,30.15,29.95,30.35
2025-05-11,S0037,6794,Cire_Largeur gorge centrale,80.119,80.12,80.02,80.22
2025-05-11,S0037,6794,Cire_Rayon fond (2e mention),40.16,40.15,40.075,40.225
2025-05-11,S0037,6794,Cire_Hauteur jante,175.179,175.15,175.025,175.275
2025-05-11,S0037,6794,Cire_Cercle de perçage,145.166,145.15,145.05,145.25
2025-05-11,S0037,6794,Cire_Rayon congé usinage,4.152,4.15,4.125,4.175
2025-05-11,S0037,6794,Cire_Petit alésage,85.064,85.15,85.05,85.25
2025-05-11,S0037,6794,Cire_Alésage moyen,95.15400000000001,95.15,95.025,95.275
2025-05-11,S0037,6794,Cire_Alésage grand,105.08800000000001,105.15,105.05,105.25
2025-05-11,S0038,6019,Cire_Rayon extérieur,275.121,275.15,275.05,275.2
2025-05-11,S0038,6019,Cire_Rayon intérieur jante,210.087,210.15,210.0,210.3
2025-05-11,S0038,6019,Cire_Rayon hors tout,320.202,320.15,320.05,320.3
2025-05-11,S0038,6019,Cire_Rayon fond,40.157000000000004,40.15,40.1,40.2
2025-05-11,S0038,6019,Cire_Diamètre global max,325.956,325.96,325.71,326.11
2025-05-11,S0038,6019,Cire_Rayon extérieur (2e mention),275.336,275.15,274.85,275.45
2025-05-11,S0038,6019,Cire_Épaisseur patin,30.063,30.15,29.95,30.35
2025-05-11,S0038,6019,Cire_Largeur gorge centrale,80.104,80.12,80.02,80.22
2025-05-11,S0038,6019,Cire_Rayon fond (2e mention),40.17,40.15,40.075,40.225
2025-05-11,S0038,6019,Cire_Hauteur jante,175.171,175.15,175.025,175.275
2025-05-11,S0038,6019,Cire_Cercle de perçage,145.193,145.15,145.05,145.25
2025-05-11,S0038,6019,Cire_Rayon congé usinage,4.143,4.15,4.125,4.175
2025-05-11,S0038,6019,Cire_Petit alésage,85.106,85.15,85.05,85.25
2025-05-11,S0038,6019,Cire_Alésage moyen,95.13300000000001,95.15,95.025,95.275
2025-05-11,S0038,6019,Cire_Alésage grand,105.146,105.15,105.05,105.25
2025-05-11,S0039,4022,Cire_Rayon extérieur,275.173,275.15,275.05,275.2
2025-05-11,S0039,4022,Cire_Rayon intérieur jante,210.09900000000002,210.15,210.0,210.3
2025-05-11,S0039,4022,Cire_Rayon hors tout,320.157,320.15,320.05,320.3
2025-05-11,S0039,4022,Cire_Rayon fond,40.176,40.15,40.1,40.2
2025-05-11,S0039,4022,Cire_Diamètre global max,326.01000000000005,325.96,325.71,326.11
2025-05-11,S0039,4022,Cire_Rayon extérieur (2e mention),275.13599999999997,275.15,274.85,275.45
2025-05-11,S0039,4022,Cire_Épaisseur patin,30.084999999999997,30.15,29.95,30.35
2025-05-11,S0039,4022,Cire_Largeur gorge centrale,80.137,80.12,80.02,80.22
2025-05-11,S0039,4022,Cire_Rayon fond (2e mention),40.165,40.15,40.075,40.225
2025-05-11,S0039,4022,Cire_Hauteur jante,175.117,175.15,175.025,175.275
2025-05-11,S0039,4022,Cire_Cercle de perçage,145.141,145.15,145.05,145.25
2025-05-11,S0039,4022,Cire_Rayon congé usinage,4.148,4.15,4.125,4.175
2025-05-11,S0039,4022,Cire_Petit alésage,85.16000000000001,85.15,85.05,85.25
2025-05-11,S0039,4022,Cire_Alésage moyen,95.174,95.15,95.025,95.275
2025-05-11,S0039,4022,Cire_Alésage grand,105.176,105.15,105.05,105.25
2025-05-11,S0040,7932,Cire_Rayon extérieur,275.157,275.15,275.05,275.2
2025-05-11,S0040,7932,Cire_Rayon intérieur jante,210.15,210.15,210.0,210.3
2025-05-11,S0040,7932,Cire_Rayon hors tout,320.16099999999994,320.15,320.05,320.3
2025-05-11,S0040,7932,Cire_Rayon fond,40.166,40.15,40.1,40.2
2025-05-11,S0040,7932,Cire_Diamètre global max,325.983,325.96,325.71,326.11
2025-05-11,S0040,7932,Cire_Rayon extérieur (2e mention),275.09200000000004,275.15,274.85,275.45
2025-05-11,S0040,7932,Cire_Épaisseur patin,30.125,30.15,29.95,30.35
2025-05-11,S0040,7932,Cire_Largeur gorge centrale,80.076,80.12,80.02,80.22
2025-05-11,S0040,7932,Cire_Rayon fond (2e mention),40.146,40.15,40.075,40.225
2025-05-11,S0040,7932,Cire_Hauteur jante,175.185,175.15,175.025,175.275
2025-05-11,S0040,7932,Cire_Cercle de perçage,145.093,145.15,145.05,145.25
2025-05-11,S0040,7932,Cire_Rayon congé usinage,4.145,4.15,4.125,4.175
2025-05-11,S0040,7932,Cire_Petit alésage,85.119,85.15,85.05,85.25
2025-05-11,S0040,7932,Cire_Alésage moyen,95.176,95.15,95.025,95.275
2025-05-11,S0040,7932,Cire_Alésage grand,105.144,105.15,105.05,105.25
2025-05-11,S0041,8691,Cire_Rayon extérieur,275.125,275.15,275.05,275.2
2025-05-11,S0041,8691,Cire_Rayon intérieur jante,210.12800000000001,210.15,210.0,210.3
2025-05-11,S0041,8691,Cire_Rayon hors tout,320.168,320.15,320.05,320.3
2025-05-11,S0041,8691,Cire_Rayon fond,40.155,40.15,40.1,40.2
2025-05-11,S0041,8691,Cire_Diamètre global max,325.947,325.96,325.71,326.11
2025-05-11,S0041,8691,Cire_Rayon extérieur (2e mention),275.069,275.15,274.85,275.45
2025-05-11,S0041,8691,Cire_Épaisseur patin,30.006,30.15,29.95,30.35
2025-05-11,S0041,8691,Cire_Largeur gorge centrale,80.098,80.12,80.02,80.22
2025-05-11,S0041,8691,Cire_Rayon fond (2e mention),40.149,40.15,40.075,40.225
2025-05-11,S0041,8691,Cire_Hauteur jante,175.104,175.15,175.025,175.275
2025-05-11,S0041,8691,Cire_Cercle de perçage,145.102,145.15,145.05,145.25
2025-05-11,S0041,8691,Cire_Rayon congé usinage,4.154,4.15,4.125,4.175
2025-05-11,S0041,8691,Cire_Petit alésage,85.19099999999999,85.15,85.05,85.25
2025-05-11,S0041,8691,Cire_Alésage moyen,95.157,95.15,95.025,95.275
2025-05-11,S0041,8691,Cire_Alésage grand,105.168,105.15,105.05,105.25
2025-05-11,S0042,7453,Cire_Rayon extérieur,275.14799999999997,275.15,275.05,275.2
2025-05-11,S0042,7453,Cire_Rayon intérieur jante,210.14999999999998,210.15,210.0,210.3
2025-05-11,S0042,7453,Cire_Rayon hors tout,320.17100000000005,320.15,320.05,320.3
2025-05-11,S0042,7453,Cire_Rayon fond,40.153000000000006,40.15,40.1,40.2
2025-05-11,S0042,7453,Cire_Diamètre global max,325.96000000000004,325.96,325.71,326.11
2025-05-11,S0042,7453,Cire_Rayon extérieur (2e mention),275.275,275.15,274.85,275.45
2025-05-11,S0042,7453,Cire_Épaisseur patin,30.132,30.15,29.95,30.35
2025-05-11,S0042,7453,Cire_Largeur gorge centrale,80.06599999999999,80.12,80.02,80.22
2025-05-11,S0042,7453,Cire_Rayon fond (2e mention),40.147,40.15,40.075,40.225
2025-05-11,S0042,7453,Cire_Hauteur jante,175.153,175.15,175.025,175.275
2025-05-11,S0042,7453,Cire_Cercle de perçage,145.147,145.15,145.05,145.25
2025-05-11,S0042,7453,Cire_Rayon congé usinage,4.144,4.15,4.125,4.175
2025-05-11,S0042,7453,Cire_Petit alésage,85.18100000000001,85.15,85.05,85.25
2025-05-11,S0042,7453,Cire_Alésage moyen,95.128,95.15,95.025,95.275
